season,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session1DateUtc,Session2,Session2Date,Session2DateUtc,Session3,Session3Date,Session3DateUtc,Session4,Session4Date,Session4DateUtc,Session5,Session5Date,Session5DateUtc,F1ApiSupport
1977,15,USA,New York State,,1977-10-02 00:00:00,United States Grand Prix,conventional,Practice 1,,1977-09-30 00:00:00,Practice 2,,1977-09-30 00:00:00,Practice 3,,1977-10-01 00:00:00,Qualifying,,1977-10-01 00:00:00,Race,,1977-10-02 00:00:00,False
1977,16,Canada,Ontario,,1977-10-09 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1977-10-07 00:00:00,Practice 2,,1977-10-07 00:00:00,Practice 3,,1977-10-08 00:00:00,Qualifying,,1977-10-08 00:00:00,Race,,1977-10-09 00:00:00,False
1977,17,Japan,Oyama,,1977-10-23 00:00:00,Japanese Grand Prix,conventional,Practice 1,,1977-10-21 00:00:00,Practice 2,,1977-10-21 00:00:00,Practice 3,,1977-10-22 00:00:00,Qualifying,,1977-10-22 00:00:00,Race,,1977-10-23 00:00:00,False
1978,1,Argentina,Buenos Aires,,1978-01-15 00:00:00,Argentine Grand Prix,conventional,Practice 1,,1978-01-13 00:00:00,Practice 2,,1978-01-13 00:00:00,Practice 3,,1978-01-14 00:00:00,Qualifying,,1978-01-14 00:00:00,Race,,1978-01-15 00:00:00,False
1978,2,Brazil,Rio de Janeiro,,1978-01-29 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1978-01-27 00:00:00,Practice 2,,1978-01-27 00:00:00,Practice 3,,1978-01-28 00:00:00,Qualifying,,1978-01-28 00:00:00,Race,,1978-01-29 00:00:00,False
1978,3,South Africa,Midrand,,1978-03-04 00:00:00,South African Grand Prix,conventional,Practice 1,,1978-03-02 00:00:00,Practice 2,,1978-03-02 00:00:00,Practice 3,,1978-03-03 00:00:00,Qualifying,,1978-03-03 00:00:00,Race,,1978-03-04 00:00:00,False
1978,4,USA,California,,1978-04-02 00:00:00,United States Grand Prix West,conventional,Practice 1,,1978-03-31 00:00:00,Practice 2,,1978-03-31 00:00:00,Practice 3,,1978-04-01 00:00:00,Qualifying,,1978-04-01 00:00:00,Race,,1978-04-02 00:00:00,False
1978,5,Monaco,Monte-Carlo,,1978-05-07 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1978-05-05 00:00:00,Practice 2,,1978-05-05 00:00:00,Practice 3,,1978-05-06 00:00:00,Qualifying,,1978-05-06 00:00:00,Race,,1978-05-07 00:00:00,False
1978,6,Belgium,Heusden-Zolder,,1978-05-21 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1978-05-19 00:00:00,Practice 2,,1978-05-19 00:00:00,Practice 3,,1978-05-20 00:00:00,Qualifying,,1978-05-20 00:00:00,Race,,1978-05-21 00:00:00,False
1978,7,Spain,Madrid,,1978-06-04 00:00:00,Spanish Grand Prix,conventional,Practice 1,,1978-06-02 00:00:00,Practice 2,,1978-06-02 00:00:00,Practice 3,,1978-06-03 00:00:00,Qualifying,,1978-06-03 00:00:00,Race,,1978-06-04 00:00:00,False
1978,8,Sweden,Anderstorp,,1978-06-17 00:00:00,Swedish Grand Prix,conventional,Practice 1,,1978-06-15 00:00:00,Practice 2,,1978-06-15 00:00:00,Practice 3,,1978-06-16 00:00:00,Qualifying,,1978-06-16 00:00:00,Race,,1978-06-17 00:00:00,False
1978,9,France,Le Castellet,,1978-07-02 00:00:00,French Grand Prix,conventional,Practice 1,,1978-06-30 00:00:00,Practice 2,,1978-06-30 00:00:00,Practice 3,,1978-07-01 00:00:00,Qualifying,,1978-07-01 00:00:00,Race,,1978-07-02 00:00:00,False
1978,10,UK,Kent,,1978-07-16 00:00:00,British Grand Prix,conventional,Practice 1,,1978-07-14 00:00:00,Practice 2,,1978-07-14 00:00:00,Practice 3,,1978-07-15 00:00:00,Qualifying,,1978-07-15 00:00:00,Race,,1978-07-16 00:00:00,False
1978,11,Germany,Hockenheim,,1978-07-30 00:00:00,German Grand Prix,conventional,Practice 1,,1978-07-28 00:00:00,Practice 2,,1978-07-28 00:00:00,Practice 3,,1978-07-29 00:00:00,Qualifying,,1978-07-29 00:00:00,Race,,1978-07-30 00:00:00,False
1978,12,Austria,Spielberg,,1978-08-13 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1978-08-11 00:00:00,Practice 2,,1978-08-11 00:00:00,Practice 3,,1978-08-12 00:00:00,Qualifying,,1978-08-12 00:00:00,Race,,1978-08-13 00:00:00,False
1978,13,Netherlands,Zandvoort,,1978-08-27 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1978-08-25 00:00:00,Practice 2,,1978-08-25 00:00:00,Practice 3,,1978-08-26 00:00:00,Qualifying,,1978-08-26 00:00:00,Race,,1978-08-27 00:00:00,False
1978,14,Italy,Monza,,1978-09-10 00:00:00,Italian Grand Prix,conventional,Practice 1,,1978-09-08 00:00:00,Practice 2,,1978-09-08 00:00:00,Practice 3,,1978-09-09 00:00:00,Qualifying,,1978-09-09 00:00:00,Race,,1978-09-10 00:00:00,False
1978,15,USA,New York State,,1978-10-01 00:00:00,United States Grand Prix,conventional,Practice 1,,1978-09-29 00:00:00,Practice 2,,1978-09-29 00:00:00,Practice 3,,1978-09-30 00:00:00,Qualifying,,1978-09-30 00:00:00,Race,,1978-10-01 00:00:00,False
1978,16,Canada,Montreal,,1978-10-08 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1978-10-06 00:00:00,Practice 2,,1978-10-06 00:00:00,Practice 3,,1978-10-07 00:00:00,Qualifying,,1978-10-07 00:00:00,Race,,1978-10-08 00:00:00,False
1979,1,Argentina,Buenos Aires,,1979-01-21 00:00:00,Argentine Grand Prix,conventional,Practice 1,,1979-01-19 00:00:00,Practice 2,,1979-01-19 00:00:00,Practice 3,,1979-01-20 00:00:00,Qualifying,,1979-01-20 00:00:00,Race,,1979-01-21 00:00:00,False
1979,2,Brazil,São Paulo,,1979-02-04 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1979-02-02 00:00:00,Practice 2,,1979-02-02 00:00:00,Practice 3,,1979-02-03 00:00:00,Qualifying,,1979-02-03 00:00:00,Race,,1979-02-04 00:00:00,False
1979,3,South Africa,Midrand,,1979-03-03 00:00:00,South African Grand Prix,conventional,Practice 1,,1979-03-01 00:00:00,Practice 2,,1979-03-01 00:00:00,Practice 3,,1979-03-02 00:00:00,Qualifying,,1979-03-02 00:00:00,Race,,1979-03-03 00:00:00,False
1979,4,USA,California,,1979-04-08 00:00:00,United States Grand Prix West,conventional,Practice 1,,1979-04-06 00:00:00,Practice 2,,1979-04-06 00:00:00,Practice 3,,1979-04-07 00:00:00,Qualifying,,1979-04-07 00:00:00,Race,,1979-04-08 00:00:00,False
1979,5,Spain,Madrid,,1979-04-29 00:00:00,Spanish Grand Prix,conventional,Practice 1,,1979-04-27 00:00:00,Practice 2,,1979-04-27 00:00:00,Practice 3,,1979-04-28 00:00:00,Qualifying,,1979-04-28 00:00:00,Race,,1979-04-29 00:00:00,False
1979,6,Belgium,Heusden-Zolder,,1979-05-13 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1979-05-11 00:00:00,Practice 2,,1979-05-11 00:00:00,Practice 3,,1979-05-12 00:00:00,Qualifying,,1979-05-12 00:00:00,Race,,1979-05-13 00:00:00,False
1979,7,Monaco,Monte-Carlo,,1979-05-27 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1979-05-25 00:00:00,Practice 2,,1979-05-25 00:00:00,Practice 3,,1979-05-26 00:00:00,Qualifying,,1979-05-26 00:00:00,Race,,1979-05-27 00:00:00,False
1979,8,France,Dijon,,1979-07-01 00:00:00,French Grand Prix,conventional,Practice 1,,1979-06-29 00:00:00,Practice 2,,1979-06-29 00:00:00,Practice 3,,1979-06-30 00:00:00,Qualifying,,1979-06-30 00:00:00,Race,,1979-07-01 00:00:00,False
1979,9,UK,Silverstone,,1979-07-14 00:00:00,British Grand Prix,conventional,Practice 1,,1979-07-12 00:00:00,Practice 2,,1979-07-12 00:00:00,Practice 3,,1979-07-13 00:00:00,Qualifying,,1979-07-13 00:00:00,Race,,1979-07-14 00:00:00,False
1979,10,Germany,Hockenheim,,1979-07-29 00:00:00,German Grand Prix,conventional,Practice 1,,1979-07-27 00:00:00,Practice 2,,1979-07-27 00:00:00,Practice 3,,1979-07-28 00:00:00,Qualifying,,1979-07-28 00:00:00,Race,,1979-07-29 00:00:00,False
1979,11,Austria,Spielberg,,1979-08-12 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1979-08-10 00:00:00,Practice 2,,1979-08-10 00:00:00,Practice 3,,1979-08-11 00:00:00,Qualifying,,1979-08-11 00:00:00,Race,,1979-08-12 00:00:00,False
1979,12,Netherlands,Zandvoort,,1979-08-26 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1979-08-24 00:00:00,Practice 2,,1979-08-24 00:00:00,Practice 3,,1979-08-25 00:00:00,Qualifying,,1979-08-25 00:00:00,Race,,1979-08-26 00:00:00,False
1979,13,Italy,Monza,,1979-09-09 00:00:00,Italian Grand Prix,conventional,Practice 1,,1979-09-07 00:00:00,Practice 2,,1979-09-07 00:00:00,Practice 3,,1979-09-08 00:00:00,Qualifying,,1979-09-08 00:00:00,Race,,1979-09-09 00:00:00,False
1979,14,Canada,Montreal,,1979-09-30 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1979-09-28 00:00:00,Practice 2,,1979-09-28 00:00:00,Practice 3,,1979-09-29 00:00:00,Qualifying,,1979-09-29 00:00:00,Race,,1979-09-30 00:00:00,False
1979,15,USA,New York State,,1979-10-07 00:00:00,United States Grand Prix,conventional,Practice 1,,1979-10-05 00:00:00,Practice 2,,1979-10-05 00:00:00,Practice 3,,1979-10-06 00:00:00,Qualifying,,1979-10-06 00:00:00,Race,,1979-10-07 00:00:00,False
1980,1,Argentina,Buenos Aires,,1980-01-13 00:00:00,Argentine Grand Prix,conventional,Practice 1,,1980-01-11 00:00:00,Practice 2,,1980-01-11 00:00:00,Practice 3,,1980-01-12 00:00:00,Qualifying,,1980-01-12 00:00:00,Race,,1980-01-13 00:00:00,False
1980,2,Brazil,São Paulo,,1980-01-27 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1980-01-25 00:00:00,Practice 2,,1980-01-25 00:00:00,Practice 3,,1980-01-26 00:00:00,Qualifying,,1980-01-26 00:00:00,Race,,1980-01-27 00:00:00,False
1980,3,South Africa,Midrand,,1980-03-01 00:00:00,South African Grand Prix,conventional,Practice 1,,1980-02-28 00:00:00,Practice 2,,1980-02-28 00:00:00,Practice 3,,1980-02-29 00:00:00,Qualifying,,1980-02-29 00:00:00,Race,,1980-03-01 00:00:00,False
1980,4,USA,California,,1980-03-30 00:00:00,United States Grand Prix West,conventional,Practice 1,,1980-03-28 00:00:00,Practice 2,,1980-03-28 00:00:00,Practice 3,,1980-03-29 00:00:00,Qualifying,,1980-03-29 00:00:00,Race,,1980-03-30 00:00:00,False
1980,5,Belgium,Heusden-Zolder,,1980-05-04 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1980-05-02 00:00:00,Practice 2,,1980-05-02 00:00:00,Practice 3,,1980-05-03 00:00:00,Qualifying,,1980-05-03 00:00:00,Race,,1980-05-04 00:00:00,False
1980,6,Monaco,Monte-Carlo,,1980-05-18 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1980-05-16 00:00:00,Practice 2,,1980-05-16 00:00:00,Practice 3,,1980-05-17 00:00:00,Qualifying,,1980-05-17 00:00:00,Race,,1980-05-18 00:00:00,False
1980,7,France,Le Castellet,,1980-06-29 00:00:00,French Grand Prix,conventional,Practice 1,,1980-06-27 00:00:00,Practice 2,,1980-06-27 00:00:00,Practice 3,,1980-06-28 00:00:00,Qualifying,,1980-06-28 00:00:00,Race,,1980-06-29 00:00:00,False
1980,8,UK,Kent,,1980-07-13 00:00:00,British Grand Prix,conventional,Practice 1,,1980-07-11 00:00:00,Practice 2,,1980-07-11 00:00:00,Practice 3,,1980-07-12 00:00:00,Qualifying,,1980-07-12 00:00:00,Race,,1980-07-13 00:00:00,False
1980,9,Germany,Hockenheim,,1980-08-10 00:00:00,German Grand Prix,conventional,Practice 1,,1980-08-08 00:00:00,Practice 2,,1980-08-08 00:00:00,Practice 3,,1980-08-09 00:00:00,Qualifying,,1980-08-09 00:00:00,Race,,1980-08-10 00:00:00,False
1980,10,Austria,Spielberg,,1980-08-17 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1980-08-15 00:00:00,Practice 2,,1980-08-15 00:00:00,Practice 3,,1980-08-16 00:00:00,Qualifying,,1980-08-16 00:00:00,Race,,1980-08-17 00:00:00,False
1980,11,Netherlands,Zandvoort,,1980-08-31 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1980-08-29 00:00:00,Practice 2,,1980-08-29 00:00:00,Practice 3,,1980-08-30 00:00:00,Qualifying,,1980-08-30 00:00:00,Race,,1980-08-31 00:00:00,False
1980,12,Italy,Imola,,1980-09-14 00:00:00,Italian Grand Prix,conventional,Practice 1,,1980-09-12 00:00:00,Practice 2,,1980-09-12 00:00:00,Practice 3,,1980-09-13 00:00:00,Qualifying,,1980-09-13 00:00:00,Race,,1980-09-14 00:00:00,False
1980,13,Canada,Montreal,,1980-09-28 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1980-09-26 00:00:00,Practice 2,,1980-09-26 00:00:00,Practice 3,,1980-09-27 00:00:00,Qualifying,,1980-09-27 00:00:00,Race,,1980-09-28 00:00:00,False
1980,14,USA,New York State,,1980-10-05 00:00:00,United States Grand Prix,conventional,Practice 1,,1980-10-03 00:00:00,Practice 2,,1980-10-03 00:00:00,Practice 3,,1980-10-04 00:00:00,Qualifying,,1980-10-04 00:00:00,Race,,1980-10-05 00:00:00,False
1981,1,USA,California,,1981-03-15 00:00:00,United States Grand Prix West,conventional,Practice 1,,1981-03-13 00:00:00,Practice 2,,1981-03-13 00:00:00,Practice 3,,1981-03-14 00:00:00,Qualifying,,1981-03-14 00:00:00,Race,,1981-03-15 00:00:00,False
1981,2,Brazil,Rio de Janeiro,,1981-03-29 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1981-03-27 00:00:00,Practice 2,,1981-03-27 00:00:00,Practice 3,,1981-03-28 00:00:00,Qualifying,,1981-03-28 00:00:00,Race,,1981-03-29 00:00:00,False
1981,3,Argentina,Buenos Aires,,1981-04-12 00:00:00,Argentine Grand Prix,conventional,Practice 1,,1981-04-10 00:00:00,Practice 2,,1981-04-10 00:00:00,Practice 3,,1981-04-11 00:00:00,Qualifying,,1981-04-11 00:00:00,Race,,1981-04-12 00:00:00,False
1981,4,Italy,Imola,,1981-05-03 00:00:00,San Marino Grand Prix,conventional,Practice 1,,1981-05-01 00:00:00,Practice 2,,1981-05-01 00:00:00,Practice 3,,1981-05-02 00:00:00,Qualifying,,1981-05-02 00:00:00,Race,,1981-05-03 00:00:00,False
1981,5,Belgium,Heusden-Zolder,,1981-05-17 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1981-05-15 00:00:00,Practice 2,,1981-05-15 00:00:00,Practice 3,,1981-05-16 00:00:00,Qualifying,,1981-05-16 00:00:00,Race,,1981-05-17 00:00:00,False
1981,6,Monaco,Monte-Carlo,,1981-05-31 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1981-05-29 00:00:00,Practice 2,,1981-05-29 00:00:00,Practice 3,,1981-05-30 00:00:00,Qualifying,,1981-05-30 00:00:00,Race,,1981-05-31 00:00:00,False
1981,7,Spain,Madrid,,1981-06-21 00:00:00,Spanish Grand Prix,conventional,Practice 1,,1981-06-19 00:00:00,Practice 2,,1981-06-19 00:00:00,Practice 3,,1981-06-20 00:00:00,Qualifying,,1981-06-20 00:00:00,Race,,1981-06-21 00:00:00,False
1981,8,France,Dijon,,1981-07-05 00:00:00,French Grand Prix,conventional,Practice 1,,1981-07-03 00:00:00,Practice 2,,1981-07-03 00:00:00,Practice 3,,1981-07-04 00:00:00,Qualifying,,1981-07-04 00:00:00,Race,,1981-07-05 00:00:00,False
1981,9,UK,Silverstone,,1981-07-18 00:00:00,British Grand Prix,conventional,Practice 1,,1981-07-16 00:00:00,Practice 2,,1981-07-16 00:00:00,Practice 3,,1981-07-17 00:00:00,Qualifying,,1981-07-17 00:00:00,Race,,1981-07-18 00:00:00,False
1981,10,Germany,Hockenheim,,1981-08-02 00:00:00,German Grand Prix,conventional,Practice 1,,1981-07-31 00:00:00,Practice 2,,1981-07-31 00:00:00,Practice 3,,1981-08-01 00:00:00,Qualifying,,1981-08-01 00:00:00,Race,,1981-08-02 00:00:00,False
1981,11,Austria,Spielberg,,1981-08-16 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1981-08-14 00:00:00,Practice 2,,1981-08-14 00:00:00,Practice 3,,1981-08-15 00:00:00,Qualifying,,1981-08-15 00:00:00,Race,,1981-08-16 00:00:00,False
1981,12,Netherlands,Zandvoort,,1981-08-30 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1981-08-28 00:00:00,Practice 2,,1981-08-28 00:00:00,Practice 3,,1981-08-29 00:00:00,Qualifying,,1981-08-29 00:00:00,Race,,1981-08-30 00:00:00,False
1981,13,Italy,Monza,,1981-09-13 00:00:00,Italian Grand Prix,conventional,Practice 1,,1981-09-11 00:00:00,Practice 2,,1981-09-11 00:00:00,Practice 3,,1981-09-12 00:00:00,Qualifying,,1981-09-12 00:00:00,Race,,1981-09-13 00:00:00,False
1981,14,Canada,Montreal,,1981-09-27 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1981-09-25 00:00:00,Practice 2,,1981-09-25 00:00:00,Practice 3,,1981-09-26 00:00:00,Qualifying,,1981-09-26 00:00:00,Race,,1981-09-27 00:00:00,False
1981,15,USA,Nevada,,1981-10-17 00:00:00,Caesars Palace Grand Prix,conventional,Practice 1,,1981-10-15 00:00:00,Practice 2,,1981-10-15 00:00:00,Practice 3,,1981-10-16 00:00:00,Qualifying,,1981-10-16 00:00:00,Race,,1981-10-17 00:00:00,False
1982,1,South Africa,Midrand,,1982-01-23 00:00:00,South African Grand Prix,conventional,Practice 1,,1982-01-21 00:00:00,Practice 2,,1982-01-21 00:00:00,Practice 3,,1982-01-22 00:00:00,Qualifying,,1982-01-22 00:00:00,Race,,1982-01-23 00:00:00,False
1982,2,Brazil,Rio de Janeiro,,1982-03-21 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1982-03-19 00:00:00,Practice 2,,1982-03-19 00:00:00,Practice 3,,1982-03-20 00:00:00,Qualifying,,1982-03-20 00:00:00,Race,,1982-03-21 00:00:00,False
1982,3,USA,California,,1982-04-04 00:00:00,United States Grand Prix West,conventional,Practice 1,,1982-04-02 00:00:00,Practice 2,,1982-04-02 00:00:00,Practice 3,,1982-04-03 00:00:00,Qualifying,,1982-04-03 00:00:00,Race,,1982-04-04 00:00:00,False
1982,4,Italy,Imola,,1982-04-25 00:00:00,San Marino Grand Prix,conventional,Practice 1,,1982-04-23 00:00:00,Practice 2,,1982-04-23 00:00:00,Practice 3,,1982-04-24 00:00:00,Qualifying,,1982-04-24 00:00:00,Race,,1982-04-25 00:00:00,False
1982,5,Belgium,Heusden-Zolder,,1982-05-09 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1982-05-07 00:00:00,Practice 2,,1982-05-07 00:00:00,Practice 3,,1982-05-08 00:00:00,Qualifying,,1982-05-08 00:00:00,Race,,1982-05-09 00:00:00,False
1982,6,Monaco,Monte-Carlo,,1982-05-23 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1982-05-21 00:00:00,Practice 2,,1982-05-21 00:00:00,Practice 3,,1982-05-22 00:00:00,Qualifying,,1982-05-22 00:00:00,Race,,1982-05-23 00:00:00,False
1982,7,USA,Detroit,,1982-06-06 00:00:00,Detroit Grand Prix,conventional,Practice 1,,1982-06-04 00:00:00,Practice 2,,1982-06-04 00:00:00,Practice 3,,1982-06-05 00:00:00,Qualifying,,1982-06-05 00:00:00,Race,,1982-06-06 00:00:00,False
1982,8,Canada,Montreal,,1982-06-13 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1982-06-11 00:00:00,Practice 2,,1982-06-11 00:00:00,Practice 3,,1982-06-12 00:00:00,Qualifying,,1982-06-12 00:00:00,Race,,1982-06-13 00:00:00,False
1982,9,Netherlands,Zandvoort,,1982-07-03 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1982-07-01 00:00:00,Practice 2,,1982-07-01 00:00:00,Practice 3,,1982-07-02 00:00:00,Qualifying,,1982-07-02 00:00:00,Race,,1982-07-03 00:00:00,False
1982,10,UK,Kent,,1982-07-18 00:00:00,British Grand Prix,conventional,Practice 1,,1982-07-16 00:00:00,Practice 2,,1982-07-16 00:00:00,Practice 3,,1982-07-17 00:00:00,Qualifying,,1982-07-17 00:00:00,Race,,1982-07-18 00:00:00,False
1982,11,France,Le Castellet,,1982-07-25 00:00:00,French Grand Prix,conventional,Practice 1,,1982-07-23 00:00:00,Practice 2,,1982-07-23 00:00:00,Practice 3,,1982-07-24 00:00:00,Qualifying,,1982-07-24 00:00:00,Race,,1982-07-25 00:00:00,False
1982,12,Germany,Hockenheim,,1982-08-08 00:00:00,German Grand Prix,conventional,Practice 1,,1982-08-06 00:00:00,Practice 2,,1982-08-06 00:00:00,Practice 3,,1982-08-07 00:00:00,Qualifying,,1982-08-07 00:00:00,Race,,1982-08-08 00:00:00,False
1982,13,Austria,Spielberg,,1982-08-15 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1982-08-13 00:00:00,Practice 2,,1982-08-13 00:00:00,Practice 3,,1982-08-14 00:00:00,Qualifying,,1982-08-14 00:00:00,Race,,1982-08-15 00:00:00,False
1982,14,France,Dijon,,1982-08-29 00:00:00,Swiss Grand Prix,conventional,Practice 1,,1982-08-27 00:00:00,Practice 2,,1982-08-27 00:00:00,Practice 3,,1982-08-28 00:00:00,Qualifying,,1982-08-28 00:00:00,Race,,1982-08-29 00:00:00,False
1982,15,Italy,Monza,,1982-09-12 00:00:00,Italian Grand Prix,conventional,Practice 1,,1982-09-10 00:00:00,Practice 2,,1982-09-10 00:00:00,Practice 3,,1982-09-11 00:00:00,Qualifying,,1982-09-11 00:00:00,Race,,1982-09-12 00:00:00,False
1982,16,USA,Nevada,,1982-09-25 00:00:00,Caesars Palace Grand Prix,conventional,Practice 1,,1982-09-23 00:00:00,Practice 2,,1982-09-23 00:00:00,Practice 3,,1982-09-24 00:00:00,Qualifying,,1982-09-24 00:00:00,Race,,1982-09-25 00:00:00,False
1983,1,Brazil,Rio de Janeiro,,1983-03-13 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1983-03-11 00:00:00,Practice 2,,1983-03-11 00:00:00,Practice 3,,1983-03-12 00:00:00,Qualifying,,1983-03-12 00:00:00,Race,,1983-03-13 00:00:00,False
1983,2,USA,California,,1983-03-27 00:00:00,United States Grand Prix West,conventional,Practice 1,,1983-03-25 00:00:00,Practice 2,,1983-03-25 00:00:00,Practice 3,,1983-03-26 00:00:00,Qualifying,,1983-03-26 00:00:00,Race,,1983-03-27 00:00:00,False
1983,3,France,Le Castellet,,1983-04-17 00:00:00,French Grand Prix,conventional,Practice 1,,1983-04-15 00:00:00,Practice 2,,1983-04-15 00:00:00,Practice 3,,1983-04-16 00:00:00,Qualifying,,1983-04-16 00:00:00,Race,,1983-04-17 00:00:00,False
1983,4,Italy,Imola,,1983-05-01 00:00:00,San Marino Grand Prix,conventional,Practice 1,,1983-04-29 00:00:00,Practice 2,,1983-04-29 00:00:00,Practice 3,,1983-04-30 00:00:00,Qualifying,,1983-04-30 00:00:00,Race,,1983-05-01 00:00:00,False
1983,5,Monaco,Monte-Carlo,,1983-05-15 00:00:00,Monaco Grand Prix,conventional,Practice 1,,1983-05-13 00:00:00,Practice 2,,1983-05-13 00:00:00,Practice 3,,1983-05-14 00:00:00,Qualifying,,1983-05-14 00:00:00,Race,,1983-05-15 00:00:00,False
1983,6,Belgium,Spa,,1983-05-22 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1983-05-20 00:00:00,Practice 2,,1983-05-20 00:00:00,Practice 3,,1983-05-21 00:00:00,Qualifying,,1983-05-21 00:00:00,Race,,1983-05-22 00:00:00,False
1983,7,USA,Detroit,,1983-06-05 00:00:00,Detroit Grand Prix,conventional,Practice 1,,1983-06-03 00:00:00,Practice 2,,1983-06-03 00:00:00,Practice 3,,1983-06-04 00:00:00,Qualifying,,1983-06-04 00:00:00,Race,,1983-06-05 00:00:00,False
1983,8,Canada,Montreal,,1983-06-12 00:00:00,Canadian Grand Prix,conventional,Practice 1,,1983-06-10 00:00:00,Practice 2,,1983-06-10 00:00:00,Practice 3,,1983-06-11 00:00:00,Qualifying,,1983-06-11 00:00:00,Race,,1983-06-12 00:00:00,False
1983,9,UK,Silverstone,,1983-07-16 00:00:00,British Grand Prix,conventional,Practice 1,,1983-07-14 00:00:00,Practice 2,,1983-07-14 00:00:00,Practice 3,,1983-07-15 00:00:00,Qualifying,,1983-07-15 00:00:00,Race,,1983-07-16 00:00:00,False
1983,10,Germany,Hockenheim,,1983-08-07 00:00:00,German Grand Prix,conventional,Practice 1,,1983-08-05 00:00:00,Practice 2,,1983-08-05 00:00:00,Practice 3,,1983-08-06 00:00:00,Qualifying,,1983-08-06 00:00:00,Race,,1983-08-07 00:00:00,False
1983,11,Austria,Spielberg,,1983-08-14 00:00:00,Austrian Grand Prix,conventional,Practice 1,,1983-08-12 00:00:00,Practice 2,,1983-08-12 00:00:00,Practice 3,,1983-08-13 00:00:00,Qualifying,,1983-08-13 00:00:00,Race,,1983-08-14 00:00:00,False
1983,12,Netherlands,Zandvoort,,1983-08-28 00:00:00,Dutch Grand Prix,conventional,Practice 1,,1983-08-26 00:00:00,Practice 2,,1983-08-26 00:00:00,Practice 3,,1983-08-27 00:00:00,Qualifying,,1983-08-27 00:00:00,Race,,1983-08-28 00:00:00,False
1983,13,Italy,Monza,,1983-09-11 00:00:00,Italian Grand Prix,conventional,Practice 1,,1983-09-09 00:00:00,Practice 2,,1983-09-09 00:00:00,Practice 3,,1983-09-10 00:00:00,Qualifying,,1983-09-10 00:00:00,Race,,1983-09-11 00:00:00,False
1983,14,UK,Kent,,1983-09-25 00:00:00,European Grand Prix,conventional,Practice 1,,1983-09-23 00:00:00,Practice 2,,1983-09-23 00:00:00,Practice 3,,1983-09-24 00:00:00,Qualifying,,1983-09-24 00:00:00,Race,,1983-09-25 00:00:00,False
1983,15,South Africa,Midrand,,1983-10-15 00:00:00,South African Grand Prix,conventional,Practice 1,,1983-10-13 00:00:00,Practice 2,,1983-10-13 00:00:00,Practice 3,,1983-10-14 00:00:00,Qualifying,,1983-10-14 00:00:00,Race,,1983-10-15 00:00:00,False
1984,1,Brazil,Rio de Janeiro,,1984-03-25 00:00:00,Brazilian Grand Prix,conventional,Practice 1,,1984-03-23 00:00:00,Practice 2,,1984-03-23 00:00:00,Practice 3,,1984-03-24 00:00:00,Qualifying,,1984-03-24 00:00:00,Race,,1984-03-25 00:00:00,False
1984,2,South Africa,Midrand,,1984-04-07 00:00:00,South African Grand Prix,conventional,Practice 1,,1984-04-05 00:00:00,Practice 2,,1984-04-05 00:00:00,Practice 3,,1984-04-06 00:00:00,Qualifying,,1984-04-06 00:00:00,Race,,1984-04-07 00:00:00,False
1984,3,Belgium,Heusden-Zolder,,1984-04-29 00:00:00,Belgian Grand Prix,conventional,Practice 1,,1984-04-27 00:00:00,Practice 2,,1984-04-27 00:00:00,Practice 3,,1984-04-28 00:00:00,Qualifying,,1984-04-28 00:00:00,Race,,1984-04-29 00:00:00,False
