season,round_num,event_name,country,location,event_date,session_one,session_two,session_three,session_four,session_five
2007,16,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2007,17,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,3,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,4,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,5,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,8,French Grand Prix,France,Magny Cours,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,12,European Grand Prix,Spain,Valencia,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,13,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,15,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,16,Japanese Grand Prix,Japan,Oyama,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,17,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2008,18,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,3,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,4,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,7,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,8,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,9,German Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,10,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,11,European Grand Prix,Spain,Valencia,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,14,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,16,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2009,17,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,1,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,2,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,3,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,4,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,7,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,8,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,9,European Grand Prix,Spain,Valencia,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,10,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,11,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,12,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,13,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,15,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,17,Korean Grand Prix,Korea,Yeongam County,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,18,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2010,19,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,3,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,4,Turkish Grand Prix,Turkey,Istanbul,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,8,European Grand Prix,Spain,Valencia,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,10,German Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,14,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,16,Korean Grand Prix,Korea,Yeongam County,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,17,Indian Grand Prix,India,Uttar Pradesh,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,18,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2011,19,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,3,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,4,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,8,European Grand Prix,Spain,Valencia,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,14,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,16,Korean Grand Prix,Korea,Yeongam County,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,17,Indian Grand Prix,India,Uttar Pradesh,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,18,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,19,United States Grand Prix,USA,Austin,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2012,20,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,3,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,4,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,8,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,9,German Grand Prix,Germany,Nürburg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,10,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,11,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,12,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,13,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,14,Korean Grand Prix,Korea,Yeongam County,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,16,Indian Grand Prix,India,Uttar Pradesh,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,17,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,18,United States Grand Prix,USA,Austin,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2013,19,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,3,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,4,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,8,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,10,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,14,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,15,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,16,Russian Grand Prix,Russia,Sochi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,17,United States Grand Prix,USA,Austin,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,18,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2014,19,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,2,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,3,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,4,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,8,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,9,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,10,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,11,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,12,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,13,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,14,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,15,Russian Grand Prix,Russia,Sochi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,16,United States Grand Prix,USA,Austin,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,17,Mexican Grand Prix,Mexico,Mexico City,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,18,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2015,19,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,2,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,3,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,4,Russian Grand Prix,Russia,Sochi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,8,European Grand Prix,Azerbaijan,Baku,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,9,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,10,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,12,German Grand Prix,Germany,Hockenheim,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,13,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,14,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,15,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,16,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,17,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,18,United States Grand Prix,USA,Austin,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,19,Mexican Grand Prix,Mexico,Mexico City,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,20,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2016,21,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,1,Australian Grand Prix,Australia,Melbourne,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,2,Chinese Grand Prix,China,Shanghai,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,3,Bahrain Grand Prix,Bahrain,Sakhir,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,4,Russian Grand Prix,Russia,Sochi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,5,Spanish Grand Prix,Spain,Montmeló,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,6,Monaco Grand Prix,Monaco,Monte-Carlo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,7,Canadian Grand Prix,Canada,Montreal,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,8,Azerbaijan Grand Prix,Azerbaijan,Baku,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,9,Austrian Grand Prix,Austria,Spielberg,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,10,British Grand Prix,UK,Silverstone,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,11,Hungarian Grand Prix,Hungary,Budapest,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,12,Belgian Grand Prix,Belgium,Spa,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,13,Italian Grand Prix,Italy,Monza,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,14,Singapore Grand Prix,Singapore,Marina Bay,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,15,Malaysian Grand Prix,Malaysia,Kuala Lumpur,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,16,Japanese Grand Prix,Japan,Suzuka,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,17,United States Grand Prix,USA,Austin,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,18,Mexican Grand Prix,Mexico,Mexico City,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,19,Brazilian Grand Prix,Brazil,São Paulo,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2017,20,Abu Dhabi Grand Prix,UAE,Abu Dhabi,,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,1,Australian Grand Prix,Australia,Melbourne,2018-03-23,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,2,Bahrain Grand Prix,Bahrain,Sakhir,2018-04-06,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,3,Chinese Grand Prix,China,Shanghai,2018-04-13,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,4,Azerbaijan Grand Prix,Azerbaijan,Baku,2018-04-27,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,5,Spanish Grand Prix,Spain,Barcelona,2018-05-11,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,6,Monaco Grand Prix,Monaco,Monte Carlo,2018-05-24,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,7,Canadian Grand Prix,Canada,Montréal,2018-06-08,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,8,French Grand Prix,France,Le Castellet,2018-06-22,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,9,Austrian Grand Prix,Austria,Spielberg,2018-06-29,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,10,British Grand Prix,Great Britain,Silverstone,2018-07-06,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,11,German Grand Prix,Germany,Hockenheim,2018-07-20,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,12,Hungarian Grand Prix,Hungary,Budapest,2018-07-27,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,13,Belgian Grand Prix,Belgium,Spa-Francorchamps,2018-08-24,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,14,Italian Grand Prix,Italy,Monza,2018-08-31,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,15,Singapore Grand Prix,Singapore,Singapore,2018-09-14,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,16,Russian Grand Prix,Russia,Sochi,2018-09-28,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,17,Japanese Grand Prix,Japan,Suzuka,2018-10-05,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,18,United States Grand Prix,United States,Austin,2018-10-19,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,19,Mexican Grand Prix,Mexico,Mexico City,2018-10-26,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,20,Brazilian Grand Prix,Brazil,São Paulo,2018-11-09,Practice 1,Practice 2,Practice 3,Qualifying,Race
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,Yas Marina,2018-11-23,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,1,Australian Grand Prix,Australia,Melbourne,2019-03-15,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,2,Bahrain Grand Prix,Bahrain,Sakhir,2019-03-29,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,3,Chinese Grand Prix,China,Shanghai,2019-04-12,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,4,Azerbaijan Grand Prix,Azerbaijan,Baku,2019-04-26,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,5,Spanish Grand Prix,Spain,Barcelona,2019-05-10,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,6,Monaco Grand Prix,Monaco,Monte Carlo,2019-05-23,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,7,Canadian Grand Prix,Canada,Montréal,2019-06-07,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,8,French Grand Prix,France,Le Castellet,2019-06-21,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,9,Austrian Grand Prix,Austria,Spielberg,2019-06-28,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,10,British Grand Prix,Great Britain,Silverstone,2019-07-12,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,11,German Grand Prix,Germany,Hockenheim,2019-07-26,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,12,Hungarian Grand Prix,Hungary,Budapest,2019-08-02,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,13,Belgian Grand Prix,Belgium,Spa-Francorchamps,2019-08-30,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,14,Italian Grand Prix,Italy,Monza,2019-09-06,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,15,Singapore Grand Prix,Singapore,Singapore,2019-09-20,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,16,Russian Grand Prix,Russia,Sochi,2019-09-27,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,17,Japanese Grand Prix,Japan,Suzuka,2019-10-11,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,18,Mexican Grand Prix,Mexico,Mexico City,2019-10-25,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,19,United States Grand Prix,United States,Austin,2019-11-01,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,20,Brazilian Grand Prix,Brazil,São Paulo,2019-11-15,Practice 1,Practice 2,Practice 3,Qualifying,Race
2019,21,Abu Dhabi Grand Prix,Abu Dhabi,Yas Island,2019-11-29,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,0,Pre-Season Test 1,Spain,Barcelona,2020-02-19,Practice 1,Practice 2,Practice 3,None,None
2020,0,Pre-Season Test 2,Spain,Barcelona,2020-02-26,Practice 1,Practice 2,Practice 3,None,None
2020,1,Austrian Grand Prix,Austria,Spielberg,2020-07-03,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,2,Styrian Grand Prix,Austria,Spielberg,2020-07-10,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,3,Hungarian Grand Prix,Hungary,Budapest,2020-07-17,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,4,British Grand Prix,Great Britain,Silverstone,2020-07-31,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,5,70th Anniversary Grand Prix,Great Britain,Silverstone,2020-08-07,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,6,Spanish Grand Prix,Spain,Barcelona,2020-08-14,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,7,Belgian Grand Prix,Belgium,Spa-Francorchamps,2020-08-28,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,8,Italian Grand Prix,Italy,Monza,2020-09-04,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,9,Tuscan Grand Prix,Italy,Mugello,2020-09-11,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,10,Russian Grand Prix,Russia,Sochi,2020-09-25,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,11,Eifel Grand Prix,Germany,Nürburgring,2020-10-09,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,12,Portuguese Grand Prix,Portugal,Portimão,2020-10-23,Practice 1,Practice 2,Practice 3,Qualifying,Race
2020,13,Emilia Romagna Grand Prix,Italy,Imola,2020-10-31,Practice 1,,,Qualifying,Race
